unique_id,cutoff,metric,Naive,SeasonalNaive,Drift,AutoETS,AutoARIMA,LGBMRegressor,AutoNBEATS,AutoNHITS,Chronos,best_model
hotel_56,2023-05-05,mae,0.1160714285714286,0.10654761904761907,0.11590953354757037,0.1043740938677037,0.09449358734819083,0.07740978819339235,0.10540051630565098,inf,0.11127970644405909,LGBMRegressor
hotel_63,2023-05-05,mae,0.16206349206349205,0.14269841269841269,0.16491479209270618,0.13173200993239176,0.14413938909861423,0.04641113321148854,0.16816084235433548,16007.479772455916,0.1327019525141943,LGBMRegressor
hotel_7,2023-05-05,mae,0.14634713820381573,0.09678920428106096,0.15125335320275468,0.08677493440224324,0.1268668590694586,0.03947842434121091,0.09594582964260115,inf,0.1285436083239808,LGBMRegressor
hotel_70,2023-05-05,mae,0.068765664160401,0.11701127819548872,0.07503517228654458,0.09651389559628736,0.13891247890596176,0.03974779439643843,0.09380320179507248,inf,0.09796074635925746,LGBMRegressor
hotel_84,2023-05-05,mae,0.08452792881858627,0.14236282748393478,0.08836519089772323,0.123541254638339,0.10068406074952829,0.02878445911074829,0.10009954021198586,inf,0.10126496175993685,LGBMRegressor
hotel_91,2023-05-05,mae,0.06380417335473516,0.26765650080256825,0.07752661276822027,0.06598419249166446,0.17642172169196144,0.04921537275354315,0.14228030678070186,inf,0.1725807429603742,LGBMRegressor
hotel_98,2023-05-05,mae,0.15697004608294932,0.22494239631336405,0.15143467341419053,0.10557008930233389,0.11816645201420681,0.01656644987549039,0.17940631488226527,inf,0.09453766006753192,LGBMRegressor
hotel_0,2023-06-02,mae,0.11155202821869489,0.28527336860670194,0.11469047107344979,0.19966790297514825,0.14681930521251293,0.03456252937214126,0.12686792889862883,250795847807735.8,0.09523712710938965,LGBMRegressor
hotel_105,2023-06-02,mae,0.052111410601976625,0.05525606469002694,0.04790926990846701,0.07998228175483231,0.08048777725789787,0.03629104448690302,0.07781638363033185,inf,0.057669375851576325,LGBMRegressor
hotel_112,2023-06-02,mae,0.13102678571428575,0.13772321428571427,0.1303014472229898,0.09265314383339229,0.09330293106629571,0.08175429491588786,0.09488370375973838,2.7757323111294996e+16,0.0910508462360927,LGBMRegressor
hotel_126,2023-06-02,mae,0.007683551508252696,0.04382470119521912,0.007878406242397091,0.056991238644095325,0.022433643571384082,0.02897823644986016,0.011391599127767296,inf,0.017823736514635362,Naive
hotel_133,2023-06-02,mae,0.04449648711943794,0.06323185011709603,0.05010894233077701,0.05278478860977046,0.06271990550326256,0.026509454946408377,0.05913020115546376,inf,0.04926742313198518,LGBMRegressor
hotel_14,2023-06-02,mae,0.10074123989218328,0.14184636118598382,0.10097585072494746,0.12476602592330377,0.09966213493602334,0.04610103234963858,0.160357572539958,4.647885311411877e+25,0.09163027501732833,LGBMRegressor
hotel_21,2023-06-02,mae,0.021660052910052904,0.09837962962962962,0.021784140800098238,0.026921468310007114,0.03675389821176266,0.015487224810586644,0.028323627574733955,inf,0.029499543328133836,LGBMRegressor
hotel_28,2023-06-02,mae,0.043154761904761904,0.043154761904761904,0.06629305977710233,0.044966962954629146,0.043193609169696646,0.029885807354939783,0.04373206667132546,inf,0.04664123235713868,LGBMRegressor
hotel_35,2023-06-02,mae,0.15046037946428573,0.14362444196428573,0.14304724738360042,0.13805942732701096,0.17993797740454992,0.021645324867158536,0.1217750832438469,1.3239591555800678e+25,0.22033041289874486,LGBMRegressor
hotel_42,2023-06-02,mae,0.2190572585309427,0.4258241758241758,0.21778865031944536,0.289781767525459,0.2009553570758366,0.027924201442420908,0.20620491244480607,inf,0.16796939037072306,LGBMRegressor
hotel_49,2023-06-02,mae,0.0672177167810356,0.09217092950717408,0.06082737758385816,0.03614322763072194,0.057926563313747494,0.043291674253135584,0.03775576919001189,3.3313810096044243e+17,0.04662724167424594,AutoETS
hotel_56,2023-06-02,mae,0.06488095238095237,0.1285714285714286,0.06567076540480796,0.0868173620521052,0.07277894291618837,0.05342742115748279,0.053654867268743967,inf,0.06467090192295255,LGBMRegressor
hotel_63,2023-06-02,mae,0.1311111111111111,0.16317460317460317,0.12973565441650547,0.1541124661472478,0.10515167435042437,0.03207568022792971,0.1021314737721095,4.6880753908227297e+27,0.07826298946426029,LGBMRegressor
hotel_7,2023-06-02,mae,0.29728943694741744,0.21003955328059565,0.3079324601519487,0.1895670888241974,0.11380205148077761,0.025976416229838158,0.19567695619922398,inf,0.11964774101612012,LGBMRegressor
